title,release_year,release_month,release_day,genres,rating_out_of_10,vote_count,runtime_minutes,box_office_usd,budget_usd,director,screenwriter,cast,production_company,content_rating,language,country,synopsis,wikipedia_url,poster_url
Influenced,2026,May,,"Sci-Fi, Adventure",7.1,161353,137,28155651,21770434,Rachel Israel,"Jill Kargman, Carol Hartsell, Sean Crespo","Jill Kargman,Laura Bell Bundy,Justin Bartha,Eugene Cordero, Clara Wong,Nathan Lee Graham,Christine Taylor,Jessica Capshaw,David Krumholtz,Dan Hedaya",Brainstorm Media/ Menemsha Films,PG-13,English,United States,"'Influenced' (2026) is a feature film directed by Rachel Israel, starring Jill Kargman,Laura Bell Bundy,Justin Bartha,Eugene Cordero, Clara Wong,Nathan Lee Graham,Christine Taylor,Jessica Capshaw,David Krumholtz,Dan Hedaya, produced by Brainstorm Media/ Menemsha Films.",https://en.wikipedia.org/wiki/Influenced_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Neglected,2026,May,,"Sci-Fi, Adventure",8.9,138667,98,27775689,21517126,,"Nicholas Ferwerda, Adam G. Levine","David Lipper, Josh Duhamel,Dylan Sprouse, Elena Sanchez,Til Schweiger",Inaugural Entertainment,PG-13,English,United States,"'Neglected' (2026) is a feature film directed by acclaimed filmmakers, starring David Lipper, Josh Duhamel,Dylan Sprouse, Elena Sanchez,Til Schweiger, produced by Inaugural Entertainment.",https://en.wikipedia.org/wiki/Neglected_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Broad Trip,2026,May,,"Horror, Thriller",8.4,144239,126,41448355,11653874,Crystal Lowe,Chelsea Davison,"Sophia Bush,Lauren Holly,Steve Guttenberg",The Roku Channel,R,English,United States,"'Broad Trip' (2026) is a feature film directed by Crystal Lowe, starring Sophia Bush,Lauren Holly,Steve Guttenberg, produced by The Roku Channel.",https://en.wikipedia.org/wiki/Broad_Trip,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Driver's Ed,2026,May,,"Sci-Fi, Adventure",9.1,152199,91,28002333,21668222,Bobby Farrelly,Thomas Moffett,"Sam Nivola, Sophie Telegadis, Mohana Krishnan,Aidan Laprete,Molly Shannon,Kumail Nanjiani",Vertical/AGC Studios,PG-13,English,United States,"'Driver's Ed' (2026) is a feature film directed by Bobby Farrelly, starring Sam Nivola, Sophie Telegadis, Mohana Krishnan,Aidan Laprete,Molly Shannon,Kumail Nanjiani, produced by Vertical/AGC Studios.",https://en.wikipedia.org/wiki/Driver's_Ed_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Magic Hour,2026,May,,"Sci-Fi, Adventure",7.6,142647,118,27842349,21561566,,Mark Duplass,"Katie Aselton, Katie Aselton,Daveed Diggs,Brad Garrett,Susan Sullivan",Greenwich Entertainment/Duplass Brothers Productions,PG-13,English,United States,"'Magic Hour' (2026) is a feature film directed by acclaimed filmmakers, starring Katie Aselton, Katie Aselton,Daveed Diggs,Brad Garrett,Susan Sullivan, produced by Greenwich Entertainment/Duplass Brothers Productions.",https://en.wikipedia.org/wiki/Magic_Hour_(2025_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Jack Ryan: Ghost War,2026,May,20,"Horror, Mystery, Thriller",8.0,307618,122,46009010,12666988,Andrew Bernstein,"John Krasinski, Aaron Rabin","John Krasinski,Wendell Pierce,Michael Kelly,Sienna Miller",Amazon MGM Studios/Paramount Pictures/Sunday Night Productions,R,English,United States,"'Jack Ryan: Ghost War' (2026) is a feature film directed by Andrew Bernstein, starring John Krasinski,Wendell Pierce,Michael Kelly,Sienna Miller, produced by Amazon MGM Studios/Paramount Pictures/Sunday Night Productions.",https://en.wikipedia.org/wiki/Jack_Ryan:_Ghost_War,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Mandalorian and Grogu,2026,May,22,"Sci-Fi, Adventure",6.4,422640,100,32531880,24687920,,"Dave Filoni, Noah Kloor","Jon Favreau, Pedro Pascal,Jeremy Allen White, Brendan Wayne,Lateef Crowder,Jonny Coyne,Martin Scorsese,Sigourney Weaver",Lucasfilm/Fairview Entertainment,PG-13,English,United States,"'The Mandalorian and Grogu' (2026) is a feature film directed by acclaimed filmmakers, starring Jon Favreau, Pedro Pascal,Jeremy Allen White, Brendan Wayne,Lateef Crowder,Jonny Coyne,Martin Scorsese,Sigourney Weaver, produced by Lucasfilm/Fairview Entertainment.",https://en.wikipedia.org/wiki/The_Mandalorian_and_Grogu,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Passenger,2026,May,,"Adventure, Drama",8.5,144438,127,27872346,21581564,André Øvredal,"T.W. Burgess, Zachary Donohue","Jacob Scipio,Lou Llobell,Melissa Leo",Paramount Pictures,PG-13,English,United States,"'Passenger' (2026) is a feature film directed by André Øvredal, starring Jacob Scipio,Lou Llobell,Melissa Leo, produced by Paramount Pictures.",https://en.wikipedia.org/wiki/Passenger_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Ladies First,2026,May,,"Adventure, Drama",6.4,186228,112,28572276,22048184,Thea Sharrock,"Cinco Paul,Katie Silberman, Natalie Krinsky","Sacha Baron Cohen,Rosamund Pike,Charles Dance,Emily Mortimer,Tom Davis,Kathryn Hunter,Richard E. Grant,Fiona Shaw",Netflix/3dot Productions,PG-13,English,United States,"'Ladies First' (2026) is a feature film directed by Thea Sharrock, starring Sacha Baron Cohen,Rosamund Pike,Charles Dance,Emily Mortimer,Tom Davis,Kathryn Hunter,Richard E. Grant,Fiona Shaw, produced by Netflix/3dot Productions.",https://en.wikipedia.org/wiki/Ladies_First_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Tuner,2026,May,,"Adventure, Drama",7.1,62848,92,26505816,20670544,,Robert Ramsey,"Daniel Roher, Leo Woodall,Havana Rose Liu,Lior Raz,Tovah Feldshuh,Jean Reno,Dustin Hoffman",Black Bear Pictures/Elevation Pictures,PG-13,English,United States,"'Tuner' (2026) is a feature film directed by acclaimed filmmakers, starring Daniel Roher, Leo Woodall,Havana Rose Liu,Lior Raz,Tovah Feldshuh,Jean Reno,Dustin Hoffman, produced by Black Bear Pictures/Elevation Pictures.",https://en.wikipedia.org/wiki/Tuner_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Corporate Retreat,2026,May,,"Action, Thriller",9.2,296872,143,30425424,23283616,,Kerri Lee Romeo,"Aaron Fisher, Odeya Rush,Zión Moreno,Ashton Sanders,Sasha Lane,Alan Ruck,Rosanna Arquette",Western Film Service / Passage Pictures,PG-13,English,United States,"'Corporate Retreat' (2026) is a feature film directed by acclaimed filmmakers, starring Aaron Fisher, Odeya Rush,Zión Moreno,Ashton Sanders,Sasha Lane,Alan Ruck,Rosanna Arquette, produced by Western Film Service / Passage Pictures.",https://en.wikipedia.org/wiki/Corporate_Retreat,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Situations,2026,May,,"Horror, Thriller",9.2,172099,116,42226055,11826634,,Daniel Hartigan,"Greg Vrotsos, Greg Vrotsos,P.J. Byrne,Melora Walters,Gino Vento,Katie Parker,Fiona Dourif,Fernanda Andrade",Utopia,R,English,United States,"'Situations' (2026) is a feature film directed by acclaimed filmmakers, starring Greg Vrotsos, Greg Vrotsos,P.J. Byrne,Melora Walters,Gino Vento,Katie Parker,Fiona Dourif,Fernanda Andrade, produced by Utopia.",https://en.wikipedia.org/wiki/Situations,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Backrooms,2026,May,29,"Sci-Fi, Adventure",7.8,143045,120,27849015,21566010,Kane Parsons,Will Soodik,"Chiwetel Ejiofor,Renate Reinsve,Mark Duplass,Finn Bennett,Lukita Maxwell",A24/North Road Films/21 Laps Entertainment/Atomic Monster,PG-13,English,United States,"'Backrooms' (2026) is a feature film directed by Kane Parsons, starring Chiwetel Ejiofor,Renate Reinsve,Mark Duplass,Finn Bennett,Lukita Maxwell, produced by A24/North Road Films/21 Laps Entertainment/Atomic Monster.",https://en.wikipedia.org/wiki/Backrooms_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Breadwinner,2026,May,,"Sci-Fi, Adventure",7.9,248316,124,29612172,22741448,,"Nate Bargatze,Dan Lagana","Eric Appel, Nate Bargatze,Mandy Moore,Colin Jost,Zach Cherry,Martin Herlihy,Kumail Nanjiani,Will Forte",TriStar Pictures/Wonder Project,PG-13,English,United States,"'The Breadwinner' (2026) is a feature film directed by acclaimed filmmakers, starring Eric Appel, Nate Bargatze,Mandy Moore,Colin Jost,Zach Cherry,Martin Herlihy,Kumail Nanjiani,Will Forte, produced by TriStar Pictures/Wonder Project.",https://en.wikipedia.org/wiki/The_Breadwinner_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Power Ballad,2026,May,,"Drama, Thriller",8.4,183641,99,28528947,22019298,,Peter McDonald,"John Carney, Paul Rudd,Nick Jonas, Peter McDonald, Marcella Plunkett,Havana Rose Liu,Jack Reynor",Lionsgate/30West/Screen Ireland/Likely Story,PG-13,English,United States,"'Power Ballad' (2026) is a feature film directed by acclaimed filmmakers, starring John Carney, Paul Rudd,Nick Jonas, Peter McDonald, Marcella Plunkett,Havana Rose Liu,Jack Reynor, produced by Lionsgate/30West/Screen Ireland/Likely Story.",https://en.wikipedia.org/wiki/Power_Ballad_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Pitfall,2026,May,,"Sci-Fi, Adventure",6.3,100658,132,27139086,21092724,James Kondelik,Victor Rose,"Randy Couture,Richard Harmon,Alexandra Essoe,Jordan Claire Robbins, Matt Hamilton, Stephanie Izsak,Brenna Llewellyn, Michael Ryan",Voltage Pictures,PG-13,English,United States,"'Pitfall' (2026) is a feature film directed by James Kondelik, starring Randy Couture,Richard Harmon,Alexandra Essoe,Jordan Claire Robbins, Matt Hamilton, Stephanie Izsak,Brenna Llewellyn, Michael Ryan, produced by Voltage Pictures.",https://en.wikipedia.org/wiki/Pitfall,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Speed Demon,2026,May,31,"Horror, Mystery, Thriller",7.8,162746,144,41964970,11768636,Jon Keeyes,Domenico Salvaggio,"Katie Cassidy,William H. Macy,John Patrick Jordan,Sari Arambulo",Maverick Film / Complex Corp,R,English,United States,"'Speed Demon' (2026) is a feature film directed by Jon Keeyes, starring Katie Cassidy,William H. Macy,John Patrick Jordan,Sari Arambulo, produced by Maverick Film / Complex Corp.",https://en.wikipedia.org/wiki/Speed_Demon_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Scary Movie,2026,June,5,Drama,7.5,168716,99,28278972,21852648,Michael Tiddes,"Marlon Wayans,Shawn Wayans,Keenen Ivory Wayans, Rick Alvarez","Marlon Wayans, Shawn Wayans,Anna Faris,Regina Hall",Paramount Pictures/Miramax,PG-13,English,United States,"'Scary Movie' (2026) is a feature film directed by Michael Tiddes, starring Marlon Wayans, Shawn Wayans,Anna Faris,Regina Hall, produced by Paramount Pictures/Miramax.",https://en.wikipedia.org/wiki/Scary_Movie_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Masters of the Universe,2026,June,,Comedy,7.6,398760,130,32131920,24421280,Travis Knight,Chris Butler,"Nicholas Galitzine,Camila Mendes,Alison Brie,James Purefoy,Morena Baccarin,Jóhannes Haukur Jóhannesson,Charlotte Riley,Kristen Wiig,Jared Leto,Idris Elba",Metro-Goldwyn-Mayer/Mattel Studios/Escape Artists,PG-13,English,United States,"'Masters of the Universe' (2026) is a feature film directed by Travis Knight, starring Nicholas Galitzine,Camila Mendes,Alison Brie,James Purefoy,Morena Baccarin,Jóhannes Haukur Jóhannesson,Charlotte Riley,Kristen Wiig,Jared Leto,Idris Elba, produced by Metro-Goldwyn-Mayer/Mattel Studios/Escape Artists.",https://en.wikipedia.org/wiki/Masters_of_the_Universe_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Office Romance,2026,June,,"Action, Adventure, Drama, History",8.2,222645,145,29182215,22454810,Ol Parker,"Brett Goldstein, Joe Kelly","Jennifer Lopez, Brett Goldstein,Betty Gilpin,Amy Sedaris,Tony Hale,Bradley Whitford,Edward James Olmos",Netflix/Ryder Picture Company/Nuyorican Productions,PG-13,English,United States,"'Office Romance' (2026) is a feature film directed by Ol Parker, starring Jennifer Lopez, Brett Goldstein,Betty Gilpin,Amy Sedaris,Tony Hale,Bradley Whitford,Edward James Olmos, produced by Netflix/Ryder Picture Company/Nuyorican Productions.",https://en.wikipedia.org/wiki/Office_Romance_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Chum,2026,June,,Drama,7.4,37177,113,26075859,20383906,,Joe Leone,"Jonathan Zuck, Alice Eve,Eric Michael Cole, Elle Haymond, Sarah Siadat, Jim Klock",Independent Film Company,PG-13,English,United States,"'Chum' (2026) is a feature film directed by acclaimed filmmakers, starring Jonathan Zuck, Alice Eve,Eric Michael Cole, Elle Haymond, Sarah Siadat, Jim Klock, produced by Independent Film Company.",https://en.wikipedia.org/wiki/Chum_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Carolina Caroline,2026,June,,"Sci-Fi, Adventure",7.7,287320,95,30265440,23176960,Adam Carter Rehmeier,William Thomas Dean IV,"Samara Weaving,Kyle Gallner,Jon Gries,Kyra Sedgwick",Magnolia Pictures/FilmNation Entertainment,PG-13,English,United States,"'Carolina Caroline' (2026) is a feature film directed by Adam Carter Rehmeier, starring Samara Weaving,Kyle Gallner,Jon Gries,Kyra Sedgwick, produced by Magnolia Pictures/FilmNation Entertainment.",https://en.wikipedia.org/wiki/Carolina_Caroline,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Passenger,2026,June,,"Sci-Fi, Adventure",7.6,208317,148,28942239,22294826,Vadim Perelman,Bennett Fisher,"Kodi Smit-McPhee,Djimon Hounsou",Vertical/Dark Castle Entertainment/Amasia Entertainment,PG-13,English,United States,"'The Passenger' (2026) is a feature film directed by Vadim Perelman, starring Kodi Smit-McPhee,Djimon Hounsou, produced by Vertical/Dark Castle Entertainment/Amasia Entertainment.",https://en.wikipedia.org/wiki/The_Passenger_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Disclosure Day,2026,June,12,"Sci-Fi, Adventure",9.1,231003,112,29322201,22548134,Steven Spielberg,David Koepp,"Emily Blunt,Josh O'Connor,Colin Firth,Eve Hewson,Colman Domingo",Universal Pictures/Amblin Entertainment,PG-13,English,United States,"'Disclosure Day' (2026) is a feature film directed by Steven Spielberg, starring Emily Blunt,Josh O'Connor,Colin Firth,Eve Hewson,Colman Domingo, produced by Universal Pictures/Amblin Entertainment.",https://en.wikipedia.org/wiki/Disclosure_Day,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
In the Hand of Dante,2026,June,,"Sci-Fi, Adventure",7.3,299658,157,30472086,23314724,,Louise Kugelberg,"Julian Schnabel, Oscar Isaac,Gal Gadot,Gerard Butler,John Malkovich,Sabrina Impacciatore,Martin Scorsese,Al Pacino,Jason Momoa",Netflix/DreamCrew Entertainment,PG-13,English,United States,"'In the Hand of Dante' (2026) is a feature film directed by acclaimed filmmakers, starring Julian Schnabel, Oscar Isaac,Gal Gadot,Gerard Butler,John Malkovich,Sabrina Impacciatore,Martin Scorsese,Al Pacino,Jason Momoa, produced by Netflix/DreamCrew Entertainment.",https://en.wikipedia.org/wiki/In_the_Hand_of_Dante_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Stop! That! Train!,2026,June,,"Sci-Fi, Adventure",8.4,255878,162,29738826,22825884,Adam Shankman,"Connor Wright, Christina Friel","RuPaul,Ginger Minj,Jujubee,Brooke Lynn Hytes,Latrice Royale,Marcia Marcia Marcia,Monét X Change,Symone",Bleecker Street/World of Wonder,PG-13,English,United States,"'Stop! That! Train!' (2026) is a feature film directed by Adam Shankman, starring RuPaul,Ginger Minj,Jujubee,Brooke Lynn Hytes,Latrice Royale,Marcia Marcia Marcia,Monét X Change,Symone, produced by Bleecker Street/World of Wonder.",https://en.wikipedia.org/wiki/Stop!_That!_Train!,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
This Tempting Madness,2026,June,,"Crime, Drama",8.7,361547,93,31508649,24005766,,Andrew Davis,"Jennifer E. Montgomery, Simone Ashley,Austin Stowell,Suraj Sharma,Mojean Aria, Amol Shah,Zenobia Shroff",Vertical,PG-13,English,United States,"'This Tempting Madness' (2026) is a feature film directed by acclaimed filmmakers, starring Jennifer E. Montgomery, Simone Ashley,Austin Stowell,Suraj Sharma,Mojean Aria, Amol Shah,Zenobia Shroff, produced by Vertical.",https://en.wikipedia.org/wiki/This_Tempting_Madness,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Broken Land,2026,June,,"Sci-Fi, Adventure",7.4,161950,140,28165650,21777100,,Christopher Young,"J.T. Walker, David Morse, Jaklyn Bejarano,Bill Heck",Well Go USA Entertainment,PG-13,English,United States,"'Broken Land' (2026) is a feature film directed by acclaimed filmmakers, starring J.T. Walker, David Morse, Jaklyn Bejarano,Bill Heck, produced by Well Go USA Entertainment.",https://en.wikipedia.org/wiki/Broken_Land,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Time of Death,2026,June,,Drama,8.0,189412,128,28625604,22083736,Will Wernick,Jason Rosen,"Michael Kelly,Kevin Pollak,Mena Suvari,Dennis Haysbert",Vertical,PG-13,English,United States,"'Time of Death' (2026) is a feature film directed by Will Wernick, starring Michael Kelly,Kevin Pollak,Mena Suvari,Dennis Haysbert, produced by Vertical.",https://en.wikipedia.org/wiki/Time_of_Death,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
40 Dates and 40 Nights,2026,June,16,"Action, Adventure, Drama, History",7.7,307021,119,30595407,23396938,Andy Delaney,Sarah Howard,"Bailee Madison,Joel Courtney,Annie Potts,Jai Rodriguez,Jack Schumacher, Luxy Banner,Eric Nelsen",Brainstorm Media,PG-13,English,United States,"'40 Dates and 40 Nights' (2026) is a feature film directed by Andy Delaney, starring Bailee Madison,Joel Courtney,Annie Potts,Jai Rodriguez,Jack Schumacher, Luxy Banner,Eric Nelsen, produced by Brainstorm Media.",https://en.wikipedia.org/wiki/40_Dates_and_40_Nights,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Never Change!,2026,June,17,"Sci-Fi, Adventure",7.7,188815,125,28615605,22077070,Marty Schousboe,John Reynolds,"John Reynolds,Sofia Black-D'Elia,Carmen Christopher,Jo Firestone,Rudy Pankow,Topher Grace,Jackie Cruz,Ana Gasteyer,Patti Harrison,Zach Cherry",Hulu/APT Entertainment/All Things Comedy/American High,PG-13,English,United States,"'Never Change!' (2026) is a feature film directed by Marty Schousboe, starring John Reynolds,Sofia Black-D'Elia,Carmen Christopher,Jo Firestone,Rudy Pankow,Topher Grace,Jackie Cruz,Ana Gasteyer,Patti Harrison,Zach Cherry, produced by Hulu/APT Entertainment/All Things Comedy/American High.",https://en.wikipedia.org/wiki/Never_Change!,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Black Box,2026,June,,"Sci-Fi, Adventure",8.7,118568,147,27439056,21292704,Steven Quale,Stephen Susco,"Tom Brittney, Holly White, Boadicea Ricketts, Betsy-Blue English, Georgi S. Georgiev,Georgina Leonidas",Signature Entertainment/ Aura Entertainment,PG-13,English,United States,"'Black Box' (2026) is a feature film directed by Steven Quale, starring Tom Brittney, Holly White, Boadicea Ricketts, Betsy-Blue English, Georgi S. Georgiev,Georgina Leonidas, produced by Signature Entertainment/ Aura Entertainment.",https://en.wikipedia.org/wiki/Black_Box_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Toy Story 5,2026,June,19,"Animation, Family, Adventure",6.1,152796,94,28012332,21674888,,Kenna Harris,"Andrew Stanton, Tom Hanks,Tim Allen,Joan Cusack,Conan O'Brien,Scarlett Spears,Greta Lee,Shelby Rabara,Mykal-Michelle Harris,Craig Robinson",Walt Disney Pictures/Pixar Animation Studios,PG-13,English,United States,"'Toy Story 5' (2026) is a feature film directed by acclaimed filmmakers, starring Andrew Stanton, Tom Hanks,Tim Allen,Joan Cusack,Conan O'Brien,Scarlett Spears,Greta Lee,Shelby Rabara,Mykal-Michelle Harris,Craig Robinson, produced by Walt Disney Pictures/Pixar Animation Studios.",https://en.wikipedia.org/wiki/Toy_Story_5,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Girls Like Girls,2026,June,,"Romance, Drama",6.7,252495,145,29682165,22788110,,Stefanie Scott,"Hayley Kiyoko, Maya da Costa,Myra Molloy,Levon Hawke,Zach Braff",Focus Features/BuzzFeed Studios/Marc Platt Productions,PG-13,English,United States,"'Girls Like Girls' (2026) is a feature film directed by acclaimed filmmakers, starring Hayley Kiyoko, Maya da Costa,Myra Molloy,Levon Hawke,Zach Braff, produced by Focus Features/BuzzFeed Studios/Marc Platt Productions.",https://en.wikipedia.org/wiki/Girls_Like_Girls_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Supergirl,2026,June,26,"Action, Sci-Fi, Superhero",7.3,148617,148,27942339,21628226,Craig Gillespie,Ana Nogueira,"Milly Alcock,Matthias Schoenaerts,Eve Ridley,David Krumholtz,Emily Beecham,David Corenswet,Jason Momoa",Warner Bros. Pictures/DC Studios,PG-13,English,United States,"'Supergirl' (2026) is a feature film directed by Craig Gillespie, starring Milly Alcock,Matthias Schoenaerts,Eve Ridley,David Krumholtz,Emily Beecham,David Corenswet,Jason Momoa, produced by Warner Bros. Pictures/DC Studios.",https://en.wikipedia.org/wiki/Supergirl_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Jackass: Best and Last,2026,June,,"Sci-Fi, Adventure",6.0,349607,108,31308669,23872446,Jeff Tremaine,,"Johnny Knoxville,Steve-O,Chris Pontius,Jason Acuña,Preston Lacy,Dave England,Ehren McGhehey,Zach Holmes,Jasper Dolphin,Eric Manaka,Rachel Wolfson",Paramount Pictures/MTV Entertainment Studios,PG-13,English,United States,"'Jackass: Best and Last' (2026) is a feature film directed by Jeff Tremaine, starring Johnny Knoxville,Steve-O,Chris Pontius,Jason Acuña,Preston Lacy,Dave England,Ehren McGhehey,Zach Holmes,Jasper Dolphin,Eric Manaka,Rachel Wolfson, produced by Paramount Pictures/MTV Entertainment Studios.",https://en.wikipedia.org/wiki/Jackass:_Best_and_Last,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Little Brother,2026,June,,Drama,6.7,232794,121,29352198,22568132,Matt Spicer,"Jarrad Paul, Andrew Mogel","John Cena,Eric André,Michelle Monaghan,Christopher Meloni,Ego Nwodim,Sherry Cola",Netflix/The District,PG-13,English,United States,"'Little Brother' (2026) is a feature film directed by Matt Spicer, starring John Cena,Eric André,Michelle Monaghan,Christopher Meloni,Ego Nwodim,Sherry Cola, produced by Netflix/The District.",https://en.wikipedia.org/wiki/Little_Brother_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Invite,2026,June,,"Action, Adventure, Drama, History",6.0,146030,135,27899010,21599340,Olivia Wilde,"Rashida Jones,Will McCormack","Seth Rogen, Olivia Wilde,Penélope Cruz,Edward Norton",A24/Annapurna Pictures/FilmNation Entertainment,PG-13,English,United States,"'The Invite' (2026) is a feature film directed by Olivia Wilde, starring Seth Rogen, Olivia Wilde,Penélope Cruz,Edward Norton, produced by A24/Annapurna Pictures/FilmNation Entertainment.",https://en.wikipedia.org/wiki/The_Invite,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Strung,2026,June,,"Horror, Mystery, Thriller",8.9,86131,134,39826295,11293546,Malcolm D. Lee,"Alan B. McElroy, Matthew Mixon","Chloe Bailey,Lynn Whitfield,Lucien Laviscount,Anna Diop,Coco Jones, Romy Woods",Peacock/Universal Pictures/Peachtree & Vine/Blumhouse Productions,R,English,United States,"'Strung' (2026) is a feature film directed by Malcolm D. Lee, starring Chloe Bailey,Lynn Whitfield,Lucien Laviscount,Anna Diop,Coco Jones, Romy Woods, produced by Peacock/Universal Pictures/Peachtree & Vine/Blumhouse Productions.",https://en.wikipedia.org/wiki/Strung,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Get Out,2026,June,,"Drama, Thriller",6.9,147821,144,27929007,21619338,,Daniel Forte,"Derrick Borte, Russell Crowe, Kartiah Vergara,Nina Dobrev,Teresa Palmer,Aaron Paul,Luke Evans,Daniel Zovatto",Vertical,PG-13,English,United States,"'The Get Out' (2026) is a feature film directed by acclaimed filmmakers, starring Derrick Borte, Russell Crowe, Kartiah Vergara,Nina Dobrev,Teresa Palmer,Aaron Paul,Luke Evans,Daniel Zovatto, produced by Vertical.",https://en.wikipedia.org/wiki/The_Get_Out,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Lucky Strike,2026,June,,"Action, Adventure, Drama, History",6.3,192596,144,28678932,22119288,,Marc Frydman,"Rod Lurie, Scott Eastwood,Colin Hanks,Aunjanue Ellis-Taylor,Taylor John Smith",Roadside Attractions/Saban Films,PG-13,English,United States,"'Lucky Strike' (2026) is a feature film directed by acclaimed filmmakers, starring Rod Lurie, Scott Eastwood,Colin Hanks,Aunjanue Ellis-Taylor,Taylor John Smith, produced by Roadside Attractions/Saban Films.",https://en.wikipedia.org/wiki/Lucky_Strike_(2026_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Room Returns!,2026,June,,Comedy,7.6,267420,145,29932140,22954760,Brando Crawford,Tommy Wiseau,"Bob Odenkirk,Mike Flanagan,Kate Siegel,Bella Heathcote,Arturo Castro,Greg Sestero,Cameron Kasky, Brando Crawford",Acting for a Cause,PG-13,English,United States,"'The Room Returns!' (2026) is a feature film directed by Brando Crawford, starring Bob Odenkirk,Mike Flanagan,Kate Siegel,Bella Heathcote,Arturo Castro,Greg Sestero,Cameron Kasky, Brando Crawford, produced by Acting for a Cause.",https://en.wikipedia.org/wiki/The_Room_Returns!,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
